Source	EE ID	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	Full Name	Full Name Reversed	Particule?	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country
EE	larivpaulp004453	government official			0	1	1	Paul Pierre Le Mercier de La Rivière	"La Rivière, Paul Pierre Le Mercier de"	Yes			http://fr.wikipedia.org/wiki/Pierre-Paul_Lemercier_de_La_Rivi%C3%A8re_de_Saint-M%C3%A9dard	31999036	http://viaf.org/31999036		Political economy	Government									Male	French	1719-00-00	1719	1801-00-00	1801		unknown		unknown
EE	lecorpierr002294	academy member			0	1	1	Pierre Jean Lecorvaisier	"Lecorvaisier, Pierre Jean"				http://fr.wikipedia.org/wiki/Pierre-Jean_Le_Corvaisier	45923852	http://viaf.org/45923852				Cultural		"Academy of La Rochelle, Academy of Angers"						Male	French	1719-00-00	1719	1758-00-00	1758		unknown		unknown
EE	noailmarie024842	aristocrat			0	0	0	"Marie Anne Françoise de Noailles, comtesse de La Marck"	"Noailles, Marie Anne Françoise de, comtesse de La Marck"	Yes	comtesse							"Aristocracy, Elite"									Female	French	1/12/1719	1719	1793-00-00	1793		France		unknown
EE	sigorpierr023107	"academy member,clergyman,scientist"			0	0	0	Pierre Sigorgne	"Sigorgne, Pierre"				http://fr.wikipedia.org/wiki/Pierre_Sigorgne	36950642	http://viaf.org/36950642		Sciences			Catholic_Clergy			Yes	Yes			Male	French	1719-00-00	1719	1809-00-00	1809		France		unknown
EE	fabrylouis001509	"politician,civil servant"			184	20	204	Louis Gaspard Fabry	"Fabry, Louis Gaspard"									Government									Male	French	1720-00-00	1720	1791-00-00	1791		France		unknown
EE	larchjeanc001094	"courtier,academy member,author"			29	7	36	"Jean Chrysostome de Larcher, comte de La Touraille"	"Larcher, Jean Chrysostome de, comte de La Touraille"	Yes	comte			122375500	http://viaf.org/122375500		"Letters_Literary, Political economy"	"Court, Aristocracy, Government"			"Academy of Dijon, Academy of Stanislas"						Male	French	1720-00-00	1720	1794-00-00	1794		France		unknown
EE	galjean000001672	"clergyman,Huguenot pastor"			14	13	27	Jean Gal	"Gal, Jean"					217366450	http://viaf.org/217366450					Protestant_Non-Anglican_Calvinist							Male	French	1720-00-00	1720	1790-00-00	1790	Saint-André de Valborgne	France		unknown
"EE, CNRS-D"	bertihenri000281	government minister	minister		11	11	22	Henri Léonard Jean Baptiste Bertin	"Bertin, Henri Léonard Jean Baptiste"				http://en.wikipedia.org/wiki/Henri_Léonard_Jean_Baptiste_Bertin	71295944	http://viaf.org/71295944			"Elite, Government"	Legal								Male	French	3/24/1720	1720	9/16/1792	1792	Périgueux	France	Spa	Belgium
EE	clermcharl023617	aristocrat			11	2	13	"Charles Henry Jules de Clermont-Tonnerre, comte de Clermont-Tonnerre"	"Clermont-Tonnerre, Charles Henry Jules de, comte de Clermont-Tonnerre"	Yes	comte							"Elite, Aristocracy"									Male	French	4/6/1720	1720	7/26/1794	1794	Paris	France	Paris	France
"EE, CNRS-D"	pradejeanm001164	theologian			7	6	13	Jean Martin de Prades	"Prades, Jean Martin de"	Yes		abbé	http://en.wikipedia.org/wiki/Jean-Martin_de_Prades	61556168	http://viaf.org/61556168	http://upload.wikimedia.org/wikipedia/commons/7/72/Jean-Martin_de_Prades.jpg	"Letters_Religious, Letters_Philosophical "			Catholic_Clergy	Prussian Academy of Sciences			Yes		"Encyclopedistes, Aiguillon"	Male	French	1720-00-00	1720	1782-00-00	1782	Castelsarrasin	France	Glogów	Poland
"EE, CNRS-D"	beauvcharl000883	"general,army officer,soldier,aristocrat,government minister"	minister	high-ranking_general	8	3	11	"Charles Juste de Beauvau, prince de Beauvau-Craon"	"Beauvau, Charles Juste de, prince de Beauvau-Craon"	Yes	prince		"http://en.wikipedia.org/wiki/Charles_Juste_de_Beauvau,_Prince_of_Craon"	64121380	http://viaf.org/64121380	upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Beauvau%2C_Charles_Juste.jpg/220px-Beauvau%2C_Charles_Juste.jpg	Letters_Literary	"Government, Military, Elite, Aristocracy"			"French Academy, Academy of Inscriptions"	Yes				"Deffand_SaintJoseph, Graffigny_dEnfer"	Male	French	9/10/1720	1720	5/21/1793	1793	Lunéville	France	Paris	unknown
EE	moreafranc002598	"scientist,agronomist"			6	4	10	François Thomas Moreau de La Rochette	"Moreau de La Rochette, François Thomas"	Yes				37697959	http://viaf.org/37697959		"Sciences_Natural, Sciences"	Elite	Gardening-farming								Male	French	1720-00-00	1720	7/20/1791	1791	Rigny-le-Feron	France	La Rochette	France
EE	berthlouis000277	judge's wife			6	0	6	Louise Bernarde Berthier de Sauvigny	"Berthier de Sauvigny, Louise Bernarde"	Yes								Elite									Female	French	1720-00-00	1720	1775-00-00	1775		France		unknown
EE	aquinpierr023745	"author,newspaper editor"			3	2	5	Pierre Louis d'Aquin de Château-Lyon	"Aquin de Château-Lyon, Pierre Louis d'"	Yes							Letters_Literary		Cultural								Male	French	1720-00-00	1720	1796-00-00	1796		France		unknown
EE	castianthe000561	clergyman			1	4	5	Anthelme Castin	"Castin, Anthelme"											Catholic_Clergy							Male	French	1720-00-00	1720	10/4/1782	1782	Rossillon	France		unknown
EE	dauphannem000644	aristocrat			4	1	5	"Anne Marie Dauphin, baronne de Verna"	"Dauphin, Anne Marie, baronne de Verna"	Yes	baronne							"Elite, Aristocracy"									Female	French	12/22/1720	1720	1789-00-00	1789		France		unknown
EE	acarqjeanp000796	"scholar,linguist"			2	2	4	Jean Pierre d'Açarq	"Açarq, Jean Pierre d'"	Yes							"Letters_Philosophical, Letters_Literary, Letters_Antiquarian"		Education								Male	French	1720-00-00	1720	1795-00-00	1795	Audruick	France	Saint-Omer	France
EE	vigneemman001243	"army officer,statesman,soldier"	minister	high-ranking_maréchal de camp	1	3	4	"Emmanuel Armand de Vignerod Du Plessis de Richelieu, duc d'Aiguillon"	"Vignerod Du Plessis de Richelieu, Emmanuel Armand de, duc d'Aiguillon"	Yes	duc		"http://en.wikipedia.org/wiki/Emmanuel-Armand_de_Richelieu,_duc_d%27Aiguillon"	27868456	http://viaf.org/27868456			"Government, Elite, Military, Aristocracy"									Male	French	7/31/1720	1720	1788-00-00	1788		France		unknown
EE	lamicjeanb001048	"politician,lawyer,scientist,civil servant,demographer"			1	2	3	Jean Baptiste François de La Michodière	"La Michodière, Jean Baptiste François de"	Yes				49280221	http://viaf.org/49280221		"Political economy, Sciences"	Government	Legal								Male	French	9/2/1720	1720	5/2/1797	1797		France		unknown
EE	thierfranc003301	"physician,doctor"			1	2	3	François Thierry	"Thierry, François"										Medical								Male	French	1720-00-00	1720	1791-00-00	1791		France		unknown
EE	berauantoi000868	"historian,poet,author"			1	0	1	Antoine Henri de Bérault-Bercastel	"Bérault-Bercastel, Antoine Henri de"	Yes							Letters_Literary										Male	French	11/22/1720	1720	1794-00-00	1794	Briey	France	Noyon	France
EE	bouchmarie023739	aristocrat			1	0	1	"Marie Françoise Bouchard d'Esparbes de Laussan, marquise d'Aubeterre"	"Bouchard d'Esparbes de Laussan, Marie Françoise, marquise d'Aubeterre"	Yes	marquise							"Aristocracy, Elite"									Female	French	6/9/1720	1720				France		unknown
EE	eisencharl001475	"artist,illustrator,draughtsman"			1	0	1	Charles Eisen	"Eisen, Charles"					29533491	http://viaf.org/29533491				"Artist, Artisan"								Male	French	8/17/1720	1720	1/4/1778	1778	Valenciennes	France	Brussels	Belgium
EE	guenephili001847	"scientist,ornithologist"			1	0	1	Philippe Guéneau de Montbeillard	"Guéneau de Montbeillard, Philippe"	Yes				19792514	http://viaf.org/19792514		"Sciences_Natural, Sciences"										Male	French	1720-00-00	1720	1785-00-00	1785		unknown		unknown
EE	serresuzan023108	merchant's wife			1	0	1	Suzanne Serre	"Serre, Suzanne"										Trade-merchant								Female	French	3/22/1720	1720	1755-00-00	1755	Lyons	France		unknown
EE	arsanmadel000804	author			0	1	1	Madeleine d'Arsant de Puisieux	"Arsant de Puisieux, Madeleine d'"	Yes			http://en.wikipedia.org/wiki/Madeleine_de_Puisieux	73889178	http://viaf.org/73889178		Letters_Literary										Female	French	1720-00-00	1720	1798-00-00	1798	Paris	France	Paris	France
EE	bailljeanb023735	"army officer,soldier"		officer	0	2	2	Jean Baptiste Alexandre de Baillon	"Baillon, Jean Baptiste Alexandre de"	Yes								Military									Male	French	1720-00-00	1720	1792-01-00	1792		France		unknown
EE	baudomathu004411	priest			0	1	1	Mathurin Baudouin	"Baudouin, Mathurin"											Catholic_Clergy							Male	French	1720-00-00	1720	12/1/1772	1772		unknown		unknown
EE	brilljacqu004449	government official			0	1	1	Jacques Brillon de Jouy	"Brillon de Jouy, Jacques"	Yes								"Elite, Government"	Finance-banking								Male	French	1720-00-00	1720	1787-00-00	1787		unknown		unknown
EE	gerarantoi023502	priest			0	1	1	Antoine Gérard	"Gérard, Antoine"											Catholic_Clergy							Male	French	1720-00-00	1720				France		unknown
"EE, CNRS-D"	lebrijacqu002233	philologist			0	1	1	Jacques Le Brigant	"Le Brigant, Jacques"					7471040	http://viaf.org/7471040		Letters_Antiquarian				Société nationale des antiquaires de France			Yes			Male	French	1720-00-00	1720	1804-00-00	1804		unknown		unknown
EE	leroyjeanb002322	scientist			0	1	1	Jean Baptiste Leroy	"Leroy, Jean Baptiste"								Sciences				"Académie royale de marine, Académie des sciences"	Yes	Yes				Male	French	1720-00-00	1720	1800-00-00	1800		France		unknown
EE	remonddhac002954	aristocrat			0	1	1	Mme — Rémond d'Hacqueville	"Rémond d'Hacqueville, Mme —"	Yes								"Aristocracy, Elite"									Female	French	1720-00-00	1720				France		unknown
"EE, CNRS-D"	lamoichret001090	statesman	minister		198	96	294	Chrétien Guillaume de Lamoignon de Malesherbes	"Lamoignon de Malesherbes, Chrétien Guillaume de"	Yes			http://en.wikipedia.org/wiki/Guillaume-Chrétien_de_Lamoignon_de_Malesherbes	73870973	http://viaf.org/73870973	http://upload.wikimedia.org/wikipedia/commons/0/09/Chretien-Guillaume_de_Lamoignon_de_Malesherbes.jpg	Political economy	"Government, Elite, Aristocracy"			"French Academy, Académie des sciences, Academy of Inscriptions"	Yes				Lespinasse	Male	French	12/6/1721	1721	4/25/1794	1794	Paris	France	Paris	France
"EE, CNRS-D"	marinfranc002484	"scholar,journalist,author,censor"	censor		135	20	155	François Louis Claude Marin	"Marin, François Louis Claude"					71394647	http://viaf.org/71394647		"Letters_Literary, Letters_Antiquarian"	Government	Cultural								Male	French	6/6/1721	1721	7/7/1809	1809	La Ciotat	France	Paris	France
EE	deleyalexa001262	"politician,revolutionary,philosopher"			15	63	78	Alexandre Deleyre	"Deleyre, Alexandre"				http://fr.wikipedia.org/wiki/Alexandre_Deleyre				"Letters_Philosophical, Political economy"	"Government, Court"	Cultural		Academy of La Rochelle			Yes	Yes	Encyclopedistes	Male	French	1/10/1721	1721	3/11/1797	1797	Portets	France	Paris	France
EE	levasmarie022969	philosopher's wife			24	48	72	Marie Thérèse Levasseur	"Levasseur, Marie Thérèse"					8182563	http://viaf.org/8182563		Letters										Female	French	1721-00-00	1721	7/17/1801	1801	Orléans	France	Le Plessis-Belleville	France
EE	lenorjeann002264	mistress			10	11	21	"Jeanne Antoinette Le Normant d'Etioles, marquise de Pompadour"	"Le Normant d'Etioles, Jeanne Antoinette, marquise de Pompadour"	Yes	marquise		http://en.wikipedia.org/wiki/Madame_de_Pompadour	56628259	http://viaf.org/56628259	upload.wikimedia.org/wikipedia/commons/thumb/7/70/Carle_Vanloo%2C_La_Marquise_de_Pompadour_en_jardini%C3%A8re_%28vers_1754%E2%80%931755%29.jpg/220px-Carle_Vanloo%2C_La_Marquise_de_Pompadour_en_jardini%C3%A8re_%28vers_1754%E2%80%931755%29.jpg		"Elite, Court, Government, Aristocracy"								Tencin	Female	French	1721-00-00	1721	1764-00-00	1764	Paris	France	Versailles	France
EE	arnaufranc000106	"academy member,clergyman,journalist"			5	0	5	François Arnaud	"Arnaud, François"				http://en.wikipedia.org/wiki/François_Arnaud_(ecclesiastic)	66513672	http://viaf.org/66513672		"Letters_Literary, Letters"		Cultural	Catholic_Clergy	"French Academy, Academy of Inscriptions"	Yes				"Lespanisse, Necker_Clery"	Male	French	7/27/1721	1721	12/2/1784	1784	Comtat-Venaissin	France		unknown
EE	maillantoi002448	playwright			5	0	5	Antoine Maillet Du Clairon	"Maillet Du Clairon, Antoine"					71525778	http://viaf.org/71525778		Letters_Literary	"Military, Government"	Cultural								Male	French	11/16/1721	1721	11/16/1809	1809	Hurigny	France	Paris	France
EE	dubuspierr001366	"academy member,actor"			1	0	1	Pierre Louis Du Bus Préville	"Du Bus Préville, Pierre Louis"					59190916	http://viaf.org/59190916				"Artist, Cultural"				Yes	Yes			Male	French	1721-00-00	1721	1799-00-00	1799		France		unknown
EE	guyspierr0001879	"author,merchant,travel writer"			1	0	1	Pierre Augustin Guys	"Guys, Pierre Augustin"					22243573	http://viaf.org/22243573		Letters_Literary		Trade-merchant				Yes	Yes			Male	French	1721-00-00	1721	1799-00-00	1799		unknown		unknown
EE	lemonguill023364	"priest,author,translator"			1	0	1	Guillaume Antoine Le Monnier	"Le Monnier, Guillaume Antoine"					66600015	http://viaf.org/66600015		Letters_Literary			Catholic_Clergy							Male	French	1721-00-00	1721	1797-00-00	1797		France		unknown
EE	nicolaymar023245	churchman			1	0	1	"Aymard François Chrétien Michel de Nicolay, évêque de Verdun"	"Nicolay, Aymard François Chrétien Michel de, évêque de Verdun"	Yes		évêque						Elite		Catholic_High-ranking officials							Male	French	1721-00-00	1721	1769-00-00	1769		France		unknown
EE	mazardiane023207	aristocrat			0	1	1	"Marie Louise de La Garde, marquise de Polignac"	"La Garde, Marie Louise de, marquise de Polignac"	Yes	marquise							"Aristocracy, Elite"									Female	French	8/18/1721	1721	1779-00-00	1779		France		unknown
CNRS-D					0	0	0	Jacques-Joseph-Marie-Xavier Duché	"Duché, Jacques-Joseph-Marie-Xavier"																		Male	French	1721-00-00	1721	1801-00-00	1801				
EE	helveannec023904	salon hostess			164	102	266	Anne Catherine Helvétius	"Helvétius, Anne Catherine"				"http://en.wikipedia.org/wiki/Anne-Catherine_de_Ligniville,_Madame_Helvétius"	64007015	http://viaf.org/64007015	http://upload.wikimedia.org/wikipedia/commons/5/51/AnneCatherineHelvetius.jpg	Letters	Elite								"Helvetius, Minette, Quinault, Graffigny_dEnfer, Graffigny_SaintAntoine"	Female	French	7/23/1722	1722	8/12/1800	1800		France	Auteuil	France
EE	hemerjosep000813	police official	police		11	13	24	Joseph d'Hémery	"Hémery, Joseph d'"	Yes								Government									Male	French	1722-02-00	1722	1804-00-00	1804	Stenay-sur-Meuse	France		unknown
"EE, CNRS-D"	voyermarcr023041	"general,army officer,soldier,aristocrat"		high-ranking_general	8	1	9	"Marc René de Voyer d'Argenson, marquis de Voyer"	"Voyer d'Argenson, Marc René de, marquis de Voyer"	Yes	marquis			163699038	http://viaf.org/163699038			"Elite, Military, Aristocracy"								Geoffrin	Male	French	1722-00-00	1722	1782-00-00	1782	Paris	France	Paris	France
EE	voyermarcr001249	"diplomat,government minister,bibliophile"	minister		5	1	6	"Marc Antoine René de Voyer de Paulmy, marquis d'Argenson"	"Voyer de Paulmy, Marc Antoine René de, marquis d'Argenson"	Yes	marquis			66501599	http://viaf.org/66501599		"Letters_Literary, Collector"	"Elite, Government, Aristocracy"			"Academy of Besançon, French Academy, Académie des sciences, Academy of Inscriptions "	Yes				Graffigny	Male	French	11/22/1722	1722	8/13/1787	1787		France		France
EE	corsejosep000976	playwright			3	2	5	Joseph François Edouard de Corsembleu Desmahis	"Corsembleu Desmahis, Joseph François Edouard de"	Yes			http://fr.wikipedia.org/wiki/Joseph-Fran%C3%A7ois-%C3%89douard_de_Corsembleu	27192940	http://viaf.org/27192940		Letters_Literary		Cultural							Encyclopedistes	Male	French	2/3/1722	1722	2/25/1761	1761	Sully-sur-Loire	France		unknown
EE	duboithiba001395	civil servant			1	1	2	Julien François Thibault Dubois	"Thibault Dubois, Julien François"									Government									Male	French	1722-00-00	1722	1768-00-00	1768		France		unknown
EE	montajeang002587	author			1	1	2	Jean Gabriel Montaudouin de La Touche	"Montaudouin de La Touche, Jean Gabriel"	Yes				12440555	http://viaf.org/12440555		Political economy	Elite	Trade-merchant		"Académie des sciences, Academy of La Rochelle"	Yes					Male	French	12/25/1722	1722	1780-00-00	1780		France		unknown
EE	agayfranc0001614	"lawyer,academy member"	intendant		1	0	1	"François Marie Bruno d'Agay, comte de Mutigney"	"Agay, François Marie Bruno d', comte de Mutigney"	Yes	comte		http://fr.wikipedia.org/wiki/Fran%C3%A7ois_Marie_Bruno_d'Agay				Letters_Literary	"Aristocracy, Government"	Legal		"Académie des sciences, Belles Lettres et Arts d'Amiens"	Yes					Male	French	1722-00-00	1722	1805-00-00	1805		France		unknown
EE	boulanicol000374	civil engineer			0	5	5	Nicolas Antoine Boulanger	"Boulanger, Nicolas Antoine"				http://en.wikipedia.org/wiki/Nicolas_Antoine_Boulanger	27061505	http://viaf.org/27061505		Sciences_Mathematical		Other							Encyclopedistes	Male	French	11/11/1722	1722	9/1/1759	1759	Paris	France	Paris	France
EE	bourbfranc000903	"army officer,soldier,aristocrat"		high-ranking_lieutenant général	0	1	1	"François Louis Antoine de Bourbon, comte de Busset"	"Bourbon, François Louis Antoine de, comte de Busset"	Yes	comte		http://fr.wikipedia.org/wiki/Fran%C3%A7ois-Louis-Antoine_de_Bourbon_Busset					"Aristocracy, Military"									Male	French	8/26/1722	1722	1/7/1793	1793	Château de Vésigneux	France	Château de Busset	France
EE	pauliaimeh002767	"scientist,priest,physicist"			0	1	1	Aimé Henri Paulian	"Paulian, Aimé Henri"					12388491	http://viaf.org/12388491		"Sciences_Mathematical, Sciences"			Catholic_Jesuit							Male	French	1722-00-00	1722	1802-00-00	1802		unknown		unknown
EE	plumalouis002856	"courtier,academy member,author"			0	1	1	Louis Joseph Plumard de Dangeul	"Plumard de Dangeul, Louis Joseph"	Yes				42139093	http://viaf.org/42139093		"Letters_Literary, Political economy "	Court			Académie des sciences	Yes		Yes			Male	French	1722-00-00	1722	1777-00-00	1777		France		unknown
EE	varenclaud023061	"scientist,civil servant,rake"			0	1	1	"Claude Varenne, baron de Béost"	"Varenne, Claude, baron de Béost"	Yes	baron						"Sciences, Letters"	"Government, Aristocracy"									Male	French	12/10/1722	1722	1788-00-00	1788	Dijon	France		unknown
CNRS-D					0	0	0	Etienne-Hyacinthe de Ratte	"Ratte, Etienne-Hyacinthe"	Yes			http://fr.wikipedia.org/wiki/%C3%89tienne-Hyacinthe_de_Ratte	54932174	http://viaf.org/54932174						"Academy of Montpellier, Société royale des sciences de Montpellier"		Yes			Encyclopedistes	Male	French	1722-00-00	1722	1805-00-00	1805	Montpellier	 France	Montpellier	 France
EE	damiletien000841	"lawyer,civil servant"			572	11	583	Étienne Noël Damilaville	"Damilaville, Étienne Noël"				http://fr.wikipedia.org/wiki/%C3%89tienne_No%C3%ABl_Damilaville	34479766	http://viaf.org/34479766			Government	Legal							"Encyclopedistes, Epinay, Holbach"	Male	French	1723-00-00	1723	1768-00-00	1768		France		unknown
"EE, CNRS-D"	marmojeanf002487	"author,playwright,critic"			76	31	107	Jean François Marmontel	"Marmontel, Jean François"				http://en.wikipedia.org/wiki/Jean-François_Marmontel	7393886	http://viaf.org/7393886	http://upload.wikimedia.org/wikipedia/commons/d/dc/Jean-Francois_Marmontel.jpg	Letters_Literary	Government	"Cultural, Education"		"French Academy, Académie des jeux floraux, Academy of Rouen"	Yes	Yes			"Neuf Sœurs, Freemason, Encyclopedistes,  Epinay, Lespinasse, Geoffrin, Necker_Clery, Tencin_Honore, Tencin_Vivienne"	Male	French	7/11/1723	1723	12/31/1799	1799	Bort-les-Orgues	France	Habloville	France
EE	lerisclair002161	actress			30	1	31	Claire Josèphe Hippolyte Léris de Latude	"Léris de Latude, Claire Josèphe Hippolyte"	Yes			http://en.wikipedia.org/wiki/La_Clairon	95241722	http://viaf.org/95241722	upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Mlle_Clairon.jpg/220px-Mlle_Clairon.jpg			"Artist, Cultural"								Female	French	1/25/1723	1723	1/18/1803	1803	Condé-sur-Escaut	France		unknown
EE	leroycharl002277	court official			5	7	12	Charles Georges Le Roy	"Le Roy, Charles Georges"				http://en.wikipedia.org/wiki/Charles-Georges_Le_Roy	122199891	http://viaf.org/viaf/122199891	http://upload.wikimedia.org/wikipedia/commons/d/d4/Charles-georges-le-roy.jpg	Letters_Literary	"Court, Government"								"Encyclopedistes, Holbach"	Male	French	1723-00-00	1723	1787-00-00	1787		France		unknown
EE	geffrjeanf023404	"army officer,soldier"		officer	1	6	7	"Jean François Joseph Geffrard de La Motte, comte de Sanois"	"Geffrard de La Motte, Jean François Joseph, comte de Sanois"	Yes	comte		http://en.wikipedia.org/wiki/Comte_de_Sanois				Political economy	"Military, Aristocracy"									Male	French	10/10/1723	1723	1814-00-00	1814	Vitré	France		unknown
EE	thomaberna001219	"author,cavalry officer"		high-ranking_colonel	3	2	5	"Bernard Joseph de Thomassin, baron de Juilly"	"Thomassin, Bernard Joseph de, baron de Juilly"	Yes	baron						Letters_Literary	"Military, Government, Aristocracy"									Male	French	6/13/1723	1723	3/23/1798	1798	Arc-en-Barrois	France	Arc-en-Barrois	France
EE	cogerfranc000694	"academic,university principal"			1	2	3	François Marie Coger	"Coger, François Marie"					9871932	http://viaf.org/9871932		"Letters_Literary, Letters_Antiquarian"		Education								Male	French	1723-00-00	1723	5/18/1780	1780	Paris	France		unknown
EE	pontejosep001161	musician			3	0	3	"Joseph Louis de Ponte, comte d'Albaret"	"Ponte, Joseph Louis de, comte d'Albaret"	Yes	comte							Aristocracy	Artist								Male	French	1723-00-00	1723				France		unknown
EE	cochobarbe000688	"aristocrat,dancer"			1	1	2	"Barbe Cochois, marquise d'Argens"	"Cochois, Barbe, marquise d'Argens"	Yes	marquise						Letters_Philosophical	Aristocracy	"Artist, Cultural"								Female	French	1/26/1723	1723	1780-00-00	1780		France		unknown
EE	genetalexi023504	"priest,university professor,academic,censor"	censor		1	1	2	Alexis Joseph Genêt	"Genêt, Alexis Joseph"								Letters	Government	Education	Catholic_Clergy							Male	French	1723-06-00	1723	1790-00-00	1790		France		unknown
EE	huedearman002005	"politician,judge"	judge		1	1	2	Armand Thomas Hue de Miromesnil	"Hue de Miromesnil, Armand Thomas"	Yes				29524866	http://viaf.org/29524866			Government	Legal								Male	French	1723-00-00	1723	1796-00-00	1796		unknown		unknown
EE	lavercleme001101	government minister	minister		1	0	1	Clément Charles François de Laverdy	"Laverdy, Clément Charles François de"	Yes			http://en.wikipedia.org/wiki/Clément_Charles_François_de_Laverdy	41956030	http://viaf.org/41956030			"Elite, Government"									Male	French	1723-00-00	1723	11/24/1793	1793		unknown		unknown
EE	porqupierr002875	"courtier,priest"			1	0	1	Pierre Charles François Porquet	"Porquet, Pierre Charles François"									Court		Clergy							Male	French	1/12/1723	1723	11/22/1796	1796		unknown		unknown
EE	avissjean0023985	craftsman			0	0	0	Jean Avisse	"Avisse, Jean"				http://en.wikipedia.org/wiki/Jean_Avisse	95864894	http://viaf.org/95864894	upload.wikimedia.org/wikipedia/commons/thumb/5/52/Armchair_%28One_of_a_Pair%29%2C_1780-1785%2C_Jean_Avisse%2C_Paris%2C_beechwood%2C_modern_upholstery_-_Art_Institute_of_Chicago_-_DSC09799.JPG/220px-Armchair_%28One_of_a_Pair%29%2C_1780-1785%2C_Jean_Avisse%2C_Paris%2C_beechwood%2C_modern_upholstery_-_Art_Institute_of_Chicago_-_DSC09799.JPG			Artisan								Male	French	1723-00-00	1723	1796-00-00	1796		France		unknown
EE	ballejeanb023733	"army officer,soldier"		officer	0	3	3	Jean Baptiste Ballet	"Ballet, Jean Baptiste"									Military									Male	French	1/23/1723	1723				France		unknown
EE	lhuilmarie002168	judge	judge		0	1	1	Marie François L'Huillier d'Orville de Marigny	"L'Huillier d'Orville de Marigny, Marie François"	Yes								Government	Legal								Male	French	1723-00-00	1723	1764-00-00	1764		France		unknown
EE	campemarie001962	"aristocrat,salon hostess"			76	44	120	"Marie Charlotte Hippolyte de Campet de Saujon, comtesse de Boufflers"	"Campet de Saujon, Marie Charlotte Hippolyte de, comtesse de Boufflers"	Yes	comtesse		http://en.wikipedia.org/wiki/Marie-Charlotte_Hippolyte_de_Campet_de_Saujon	69200113	http://viaf.org/viaf/69200113/		Letters_Literary	"Aristocracy, Elite"								"Graffigny, Boufflers, Lespinasse, Necker_SaintOuen, Graffigny_dEnfer"	Female	French	1724-00-00	1724	1800-00-00	1800		France		unknown
EE	lacomjacqu002192	"author,bookseller"			86	0	86	Jacques Lacombe	"Lacombe, Jacques"								Letters_Literary		Publishing								Male	French	1724-00-00	1724	1801-00-00	1801		France		unknown
EE	laborjeanj001081	financier			5	4	9	Jean Joseph de Laborde	"Laborde, Jean Joseph de"	Yes				294857211	http://viaf.org/294857211			Elite	Finance-banking								Male	French	1724-00-00	1724	4/18/1794	1794	near Jaca	Spain	Paris	France
EE	bastijeanf000878	"journalist,author"			4	4	8	Jean François de Bastide	"Bastide, Jean François de"	Yes				71429857	http://viaf.org/71429857		Letters_Literary		Cultural								Male	French	7/15/1724	1724	7/4/1798	1798		France		unknown
EE	lamonetien001049	"physician,doctor,author"			3	1	4	Étienne de La Montagne	"La Montagne, Étienne de"	Yes							"Letters_Literary, Sciences_Medicine"		Medical								Male	French	1724-00-00	1724	1769-00-00	1769		France		unknown
EE	lalivdenis002177	financier			1	2	3	"Denis Joseph La Live, marquis d'Épinay"	"La Live, Denis Joseph, marquis d'Épinay"	Yes	marquis							"Government, Aristocracy, Elite"	Finance-banking								Male	French	1724-00-00	1724	1782-00-00	1782		France		unknown
EE	leroumiche002276	orientalist			1	1	2	Michel Ange André Le Roux Deshauterayes	"Le Roux Deshauterayes, Michel Ange André"					7417892	http://viaf.org/7417892		"Letters_Literary, Letters_Antiquarian"		Education								Male	French	1724-00-00	1724	1795-00-00	1795		France		unknown
EE	leroyjulie023358	"scholar,academy member"			1	1	2	Julien David Leroy	"Leroy, Julien David"				http://en.wikipedia.org/wiki/Julien-David_Le_Roy	73964571	http://viaf.org/73964571	upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ionic_order_J.L.Leroy.jpg/200px-Ionic_order_J.L.Leroy.jpg	Letters_Antiquarian				"Académie royale d’architecture, Academy of Inscriptions"	Yes					Male	French	1724-00-00	1724	1803-00-00	1803		France		unknown
EE	bachejeanj000157	"painter,artist"			1	0	1	Jean Jacques Bachelier	"Bachelier, Jean Jacques"					12416012	http://viaf.org/12416012				Artist								Male	French	1724-00-00	1724	4/3/1806	1806	Paris	France	Paris	France
EE	blancjean0000320	literary critic			1	0	1	Jean Blanchet	"Blanchet, Jean"					5070547	http://viaf.org/5070547		Letters_Literary										Male	French	1724-00-00	1724	1778-00-00	1778	Tournon	France		unknown
EE	claveetien000671	salon hostess			1	0	1	Étiennette Clavel de Brenles	"Clavel de Brenles, Étiennette"	Yes								Aristocracy									Female	French	1724-00-00	1724	1780-00-00	1780		France		unknown
EE	didelclaud024403	"army officer,soldier"		officer	0	3	3	Claude Louis Melchior Didelot	"Didelot, Claude Louis Melchior"									Military									Male	French	1/7/1724	1724	4/27/1785	1785	Baume-les-Dames	France	Besançon	France
